"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"H2-Ab17",4.15600076074542e-17,1.30184361898191,1,0.781,1.48992627272723e-13,"54","H2-Ab1",0.219,0.167312483560468
"Anxa56",4.52364878161393e-17,0.240385308768136,1,0.859,1.62172808820859e-13,"54","Anxa5",0.141,0.105473229742606
"Pld34",4.53111269715322e-17,0.415065524996724,1,0.207,1.62440390192943e-13,"54","Pld3",0.793,0.728574323907065
"Ctsz10",4.54798380799189e-17,0.395062866128134,1,0.953,1.63045219516509e-13,"54","Ctsz",0.047,0.0343080507752956
"Ier56",4.71151980122661e-17,0.202754277606977,1,0.447,1.68907984873974e-13,"54","Ier5",0.553,0.466935078130362
"Ccr24",6.70216187535216e-17,0.229830950315977,1,0.292,2.40272503231375e-13,"54","Ccr2",0.708,0.630393929968162
"Smpdl3a8",8.31323894544441e-17,0.224262500711335,1,0.753,2.98029616194182e-13,"54","Smpdl3a",0.247,0.190174003902549
"Zfp3618",8.47302241135519e-17,0.603548936742765,1,0.931,3.03757853447083e-13,"54","Zfp36",0.069,0.0506518357114366
"Ctsb12",8.95974970958183e-17,1.33202839828252,1,0.958,3.21207027088509e-13,"54","Ctsb",0.042,0.0306192350583919
"Itm2c4",1.05850807879944e-16,0.209178452018473,1,0.688,3.79475146249599e-13,"54","Itm2c",0.312,0.244685095954902
"Lgals3bp4",1.06468390692264e-16,0.31135005652638,1,0.749,3.81689180631765e-13,"54","Lgals3bp",0.251,0.193469710740434
"Fosb5",1.17138483117246e-16,0.220891632621906,1,0.62,4.19941461975327e-13,"54","Fosb",0.38,0.3040061868901
"Fos18",1.20061154107282e-16,0.814469502508105,1,0.98,4.30419237474604e-13,"54","Fos",0.02,0.0144995696951152
"Pou2f2",1.31944916261397e-16,0.101322682826051,1,0.345,4.7302252479711e-13,"54","Pou2f2",0.655,0.572393827218101
"Apoe10",1.65706989484347e-16,1.52442614511066,1,0.822,5.94059557301386e-13,"54","Apoe",0.178,0.134477040860036
"Zfp36l12",1.82799389679871e-16,0.1353867673297,1,0.392,6.55335812002337e-13,"54","Zfp36l1",0.608,0.522840788813359
"Grn9",2.65314038011533e-16,0.534446496510316,1,0.854,9.51150826271344e-13,"54","Grn",0.146,0.109358756036556
"Dusp117",2.67489039910407e-16,0.564778362685033,1,0.913,9.58948208078808e-13,"54","Dusp1",0.087,0.0641631263159748
"Junb15",4.72470172400705e-16,0.572922288452138,1,0.927,1.69380556805653e-12,"54","Junb",0.073,0.053643428366366
"Ptms3",6.00068624031981e-16,0.143444337040132,1,0.474,2.15124601715465e-12,"54","Ptms",0.526,0.440263475567017
"H2-DMa13",6.01808551006095e-16,0.338164216209333,1,0.922,2.15748365535685e-12,"54","H2-DMa",0.078,0.0573916638883365
"Klf217",6.86176129949955e-16,0.448520548000637,1,0.956,2.45994142587059e-12,"54","Klf2",0.044,0.0320936297098533
"Trim30a2",6.89997139644572e-16,0.143356200677041,1,0.429,2.47363974562579e-12,"54","Trim30a",0.571,0.484994083566271
"Ccl617",8.97444939445133e-16,0.846387425662268,1,0.739,3.2173401079108e-12,"54","Ccl6",0.261,0.2017420673555
"Wfdc174",1.44844865738246e-15,0.240111587668073,1,0.398,5.19268843671611e-12,"54","Wfdc17",0.602,0.516635639286651
"Fcer1g23",1.55091112528776e-15,0.830365629021998,1,0.995,5.56001638415661e-12,"54","Fcer1g",0.005,0.00361125355237883
"Ftl118",1.83422122431876e-15,1.09663559146689,1,1,6.57568308918276e-12,"54","Ftl1",0,0
"Ly6e18",1.93953993128316e-15,0.66775857632475,1,0.999,6.95325065365012e-12,"54","Ly6e",0.001,0.000721527917459226
"Ifitm318",3.28149534267392e-15,0.844587641531747,1,0.991,1.1764160803486e-11,"54","Ifitm3",0.00900000000000001,0.00650677894158448
"Rnase62",4.71296823030953e-15,0.149601708805453,1,0.318,1.68959911056597e-11,"54","Rnase6",0.682,0.601649629654035
"Timp25",4.93223886575848e-15,0.116517379300828,0.982,0.162,1.76820763337442e-11,"54","Timp2",0.82,0.770346893781959
"Ahnak7",5.52037410484986e-15,0.187531707720905,1,0.219,1.97905411658868e-11,"54","Ahnak",0.781,0.714301874041875
"Ubc12",5.67770718079728e-15,0.415177872925565,1,0.999,2.03545802431582e-11,"54","Ubc",0.001,0.000721527917459226
"Ctsd11",6.16406635007584e-15,0.791899091308428,1,0.976,2.20981778650219e-11,"54","Ctsd",0.024,0.0174170530774094
"Klf610",7.52827694234685e-15,0.176616393575726,1,0.706,2.69888728383134e-11,"54","Klf6",0.294,0.229382353343797
"Ctsl3",9.00134285105452e-15,0.166264630055146,0.982,0.328,3.22698141210305e-11,"54","Ctsl",0.654,0.577701815839563
"Irf74",9.3445770011504e-15,0.191401192399072,0.982,0.338,3.35003085491242e-11,"54","Irf7",0.644,0.566878846545027
"Ly6a5",1.41972931431228e-14,0.161587582060857,0.982,0.358,5.08972959180954e-11,"54","Ly6a",0.624,0.545473482941756
"Stat12",1.45455257559101e-14,0.148634438685524,0.982,0.424,5.21457098349377e-11,"54","Stat1",0.558,0.477007816220091
"Hexa10",1.54818104534228e-14,0.276741061267551,1,0.943,5.55022904755206e-11,"54","Hexa",0.0570000000000001,0.0417140990767425
"Ccl914",1.54880927142779e-14,0.350941975523226,1,0.765,5.55248123806862e-11,"54","Ccl9",0.235,0.180331816503544
"Lyz117",1.69329464362901e-14,0.695049357692409,0.982,0.788,6.07046129740999e-11,"54","Lyz1",0.194,0.14861022600317
"Ms4a6c6",1.75176235738697e-14,0.36422211049215,1,0.726,6.28006805123229e-11,"54","Ms4a6c",0.274,0.212567535483132
"Mndal1",2.15312702332872e-14,0.170311203225602,1,0.677,7.71896037863345e-11,"54","Mndal",0.323,0.254117311097741
"Lgals320",2.45129774948971e-14,0.620158064526318,1,0.782,8.78790243192062e-11,"54","Lgals3",0.218,0.166502663140165
"Nfkbia9",2.50554119463865e-14,0.247677930520835,1,0.967,8.98236518277956e-11,"54","Nfkbia",0.033,0.0240030423835567
"Plbd116",5.09189010104934e-14,0.251070615792809,1,0.327,1.82544260122619e-10,"54","Plbd1",0.673,0.591831629291894
"Rtp42",5.38440372877733e-14,0.151402172105628,0.982,0.368,1.93030873676667e-10,"54","Rtp4",0.614,0.53488873230059
"Rgs210",7.415972443808e-14,0.304378937641871,1,0.922,2.65862612110517e-10,"54","Rgs2",0.078,0.0573916638883365
"Cebpb13",1.10457687832792e-13,0.218671210752662,0.982,0.563,3.9599081088056e-10,"54","Cebpb",0.419,0.342639184186824
"Crip112",1.75529653179825e-13,0.586035430484327,1,0.972,6.29273806649671e-10,"54","Crip1",0.028,0.0203404482841756
"Tmem176a7",2.03072057475972e-13,0.142115733457577,1,0.741,7.2801332605136e-10,"54","Tmem176a",0.259,0.200083797010986
"Ms4a6b6",2.3586343494901e-13,0.173166976165157,1,0.391,8.455704142922e-10,"54","Ms4a6b",0.609,0.523877580119848
"Tyrobp25",2.93587925787626e-13,0.810828713736172,1,0.996,1.05251271394864e-09,"54","Tyrobp",0.004,0.00288827932482635
"Slfn216",3.80820271934251e-13,0.184474276984739,1,0.478,1.36524067488429e-09,"54","Slfn2",0.522,0.436353730515936
"Epsti13",3.8917808917438e-13,0.113987634140154,1,0.384,1.39520344969015e-09,"54","Epsti1",0.616,0.531156057025363
"Fyb11",4.38647475185431e-13,0.191317041366151,1,0.606,1.57255119853977e-09,"54","Fyb",0.394,0.316528107144773
"Cd488",7.25578463553791e-13,0.166392959806496,1,0.865,2.60119879184034e-09,"54","Cd48",0.135,0.100824369519487
"Lsp120",8.40928827466778e-13,0.375033273500641,1,0.85,3.0147298464684e-09,"54","Lsp1",0.15,0.112474729258412
"Fcgr318",1.11971242127141e-12,0.216154906705797,1,0.622,4.01416903025799e-09,"54","Fcgr3",0.378,0.302226180444814
"Actn13",1.15896861109547e-12,0.102404062693899,0.982,0.265,4.15490247077726e-09,"54","Actn1",0.717,0.647819577604816
"Ifi2032",1.17725832025452e-12,0.171498639934351,1,0.607,4.22047107811244e-09,"54","Ifi203",0.393,0.315630070986993
"Bst23",1.33007070015308e-12,0.225796606569433,1,0.877,4.76830346004878e-09,"54","Bst2",0.123,0.0915713498312126
"Fth119",1.59249275140197e-12,0.987514978766231,1,0.999,5.70908651377608e-09,"54","Fth1",0.001,0.000721527917459226
"Shisa512",2.10168752351233e-12,0.424151982913301,1,0.873,7.5345497717917e-09,"54","Shisa5",0.127,0.0946491004190417
"Ms4a12",2.24806941479426e-12,0.109893157963421,0.807,0.081,8.05932885203743e-09,"54","Ms4a1",0.726,0.741229983129949
"Tmem176b15",2.33343444426554e-12,0.32668919574556,1,0.93,8.36536248269195e-09,"54","Tmem176b",0.07,0.0513991525066441
"Lyz222",3.95746426050008e-12,1.18959541362546,1,0.997,1.41875093738928e-08,"54","Lyz2",0.003,0.00216566721811454
"Id27",5.95691323302241e-12,0.262506423099556,0.982,0.352,2.13555339403853e-08,"54","Id2",0.63,0.551861810904304
"Jun12",7.41920695271606e-12,0.282799711781012,1,0.961,2.65978569254871e-08,"54","Jun",0.039,0.0284104644699381
"Cyba22",8.5848328202632e-12,0.486361770493747,1,0.997,3.07766256606436e-08,"54","Cyba",0.003,0.00216566721811454
"Cd5317",1.20597875598962e-11,0.237542656694868,1,0.822,4.32343384022278e-08,"54","Cd53",0.178,0.134477040860036
"Nme28",1.92266963535565e-11,0.177557031102512,1,0.905,6.89277064275001e-08,"54","Nme2",0.095,0.0702090022814026
"Cd79b4",2.32884092702746e-11,0.152350936288173,0.965,0.758,8.34889472339343e-08,"54","Cd79b",0.207,0.160594242002565
"Rap1b7",3.63339877830663e-11,0.185965034587922,1,0.978,1.30257346202293e-07,"54","Rap1b",0.022,0.0159575739029763
"Itgb76",6.09534683028237e-11,0.123210268640673,0.93,0.329,2.18518183865623e-07,"54","Itgb7",0.601,0.538259742879268
"Cybb21",6.12503077970099e-11,0.331933902155912,1,0.603,2.19582353452281e-07,"54","Cybb",0.397,0.319225574507539
"Cyb5a6",1.40638244448899e-10,0.148519994460615,1,0.913,5.04188106349302e-07,"54","Cyb5a",0.087,0.0641631263159748
"Cd5223",2.11629981683511e-10,0.54179044811983,1,0.984,7.58693484335389e-07,"54","Cd52",0.016,0.0115879742752118
"Tmsb4x29",1.65210061640538e-09,0.886122721554847,1,1,5.92278070981327e-06,"54","Tmsb4x",0,0
"Cd79a4",2.02869620029765e-09,0.141798064343593,0.895,0.6,7.27287587806709e-06,"54","Cd79a",0.295,0.244125943283729
"Cd8210",2.2705746759797e-09,0.16096416218068,1,0.629,8.14001021338722e-06,"54","Cd82",0.371,0.296013396136569
"F13a15",2.91626658300875e-09,0.102533581497249,0.877,0.465,1.04548157000864e-05,"54","F13a1",0.412,0.357527985521264
"Mgst120",3.81069826922308e-09,0.132015501598133,1,0.749,1.36613532951647e-05,"54","Mgst1",0.251,0.193469710740434
"Igkc17",4.52030535947431e-09,0.2909536001132,0.982,0.875,1.62052947137154e-05,"54","Igkc",0.107,0.0800663669158825
"Napsa13",4.7959926489637e-09,0.165638887428514,0.982,0.889,1.71936336465349e-05,"54","Napsa",0.093,0.0693342607981184
"Irf87",5.31837972616465e-09,0.20222475702397,0.982,0.752,1.90663913183003e-05,"54","Irf8",0.23,0.177954187585315
"Ly6d5",8.92496305133501e-09,0.159413119680505,0.895,0.521,3.1995992539036e-05,"54","Ly6d",0.374,0.317177695333957
"S100a616",1.05229893019235e-08,0.419046204986415,0.982,0.906,3.77249166473957e-05,"54","S100a6",0.076,0.0564088432765462
"Btg215",1.1319129153825e-08,0.145888843045554,0.982,0.869,4.05790780164625e-05,"54","Btg2",0.113,0.0846903934413301
"Ifngr18",3.74604710917446e-08,0.121648835343962,0.982,0.914,0.000134295788863904,"54","Ifngr1",0.0679999999999999,0.0503661327004624
"Actb17",7.00227325702168e-08,0.370936598826223,1,1,0.000251031496264227,"54","Actb",0,0
"Creg113",9.34217667988706e-07,0.186691514603411,1,0.991,0.00334917033973951,"54","Creg1",0.00900000000000001,0.00650677894158448
"Tmsb1014",2.45352578592418e-06,0.404789080482936,1,0.991,0.00879588994253817,"54","Tmsb10",0.00900000000000001,0.00650677894158448
"Alox5ap21",1.56652094172221e-05,0.118710805431351,1,0.971,0.0561597757607411,"54","Alox5ap",0.029,0.0210722236186012
"Prdx118",2.37881631630679e-05,0.196883766387817,1,0.999,0.0852805649395983,"54","Prdx1",0.001,0.000721527917459226
"Lcp120",8.26497839734255e-05,0.124676913673454,1,0.942,0.29629947554473,"54","Lcp1",0.0580000000000001,0.0424567992428949
"Tifab2",1.2032305183922e-18,0.10879352555404,1,0.251,4.31358140843602e-15,"7","Tifab",0.749,0.676918210496267
"F13a16",4.19214849971143e-18,0.330278556544716,1,0.457,1.50288523714655e-14,"7","F13a1",0.543,0.456999122597574
"Ms4a6c7",9.13952293291511e-18,0.509776329593208,1,0.723,3.27651897145007e-14,"7","Ms4a6c",0.277,0.215077298437139
"Glipr19",1.44415686337542e-17,0.272118368848456,1,0.925,5.17730235520087e-14,"7","Glipr1",0.075,0.0551415541924608
"Emb13",2.05969541818378e-17,0.519381128721981,1,0.883,7.38400807418886e-14,"7","Emb",0.117,0.0869670000478588
"Pycard6",2.12169535122911e-17,0.209508275843697,1,0.985,7.60627783415635e-14,"7","Pycard",0.015,0.0108609926317669
"Lgals112",3.52008387734381e-17,0.807441334518699,1,0.959,1.26195007002776e-13,"7","Lgals1",0.041,0.0298826023945
"Erp2910",4.3098481347259e-17,0.320805032273272,1,0.994,1.54508055629923e-13,"7","Erp29",0.00600000000000001,0.00433459026389112
"Mrpl339",4.72172222754776e-17,0.267422891601382,1,0.996,1.69273741857587e-13,"7","Mrpl33",0.004,0.00288827932482635
"Ly6e19",5.01224340062885e-17,0.545280788787079,1,0.999,1.79688925912544e-13,"7","Ly6e",0.001,0.000721527917459226
"Psma717",1.13255600631467e-16,0.3546819071261,1,0.999,4.06021328263809e-13,"7","Psma7",0.001,0.000721527917459226
"Cst316",1.74620444371936e-16,0.558087067250123,1,0.999,6.2601429307339e-13,"7","Cst3",0.001,0.000721527917459226
"S100a47",1.43824129770625e-15,0.150766125938695,0.993,0.359,5.15609505227691e-12,"7","S100a4",0.634,0.552396254071667
"Ccr25",1.73988640445142e-15,0.140952897775735,1,0.282,6.23749275995833e-12,"7","Ccr2",0.718,0.641603738043346
"Ifi305",1.86070341051792e-15,0.120237944567749,1,0.475,6.67062172670676e-12,"7","Ifi30",0.525,0.439285045525521
"Ccl915",1.96191506507425e-15,0.303109993717073,1,0.761,7.03346550829119e-12,"7","Ccl9",0.239,0.183605090830879
"Zfp70612",3.10175499630207e-15,0.217542678500955,1,0.998,1.11197916617429e-11,"7","Zfp706",0.002,0.00144341686966884
"Hint119",3.97407780280534e-15,0.314271500570935,1,0.999,1.42470689230571e-11,"7","Hint1",0.001,0.000721527917459226
"Prdx119",5.22624268837901e-15,0.251566830511964,1,0.999,1.87360800378387e-11,"7","Prdx1",0.001,0.000721527917459226
"Hexa11",7.25364825018267e-15,0.196395462113652,1,0.942,2.60043289769049e-11,"7","Hexa",0.0580000000000001,0.0424567992428949
"Ctsc7",1.07243999198853e-14,0.116828963404417,1,0.588,3.84469737127889e-11,"7","Ctsc",0.412,0.332789087519129
"Irf88",1.08769115855549e-14,0.415078873618774,1,0.749,3.89937280342144e-11,"7","Irf8",0.251,0.193469710740434
"Ctsz11",1.31151986452065e-14,0.214609829692085,1,0.953,4.70179871430651e-11,"7","Ctsz",0.047,0.0343080507752956
"Selenoh8",1.39025601789137e-14,0.160303575306684,1,0.966,4.98406782414057e-11,"7","Selenoh",0.034,0.0247366783215065
"Psmb818",1.7712997729343e-14,0.314269834397179,1,0.993,6.35010968596948e-11,"7","Psmb8",0.00700000000000001,0.00505828982302899
"BC03504410",2.03952773501968e-14,0.196481966347472,1,0.647,7.31170693004556e-11,"7","BC035044",0.353,0.280159444935732
"Cox4i115",4.26917441980432e-14,0.236913854770828,1,1,1.53049902949985e-10,"7","Cox4i1",0,0
"Pld47",5.72619212138474e-14,0.101114661775487,0.986,0.275,2.05283987551643e-10,"7","Pld4",0.711,0.639368375782154
"Dbi11",8.92178331494696e-14,0.258100086165734,1,0.995,3.19845931840849e-10,"7","Dbi",0.005,0.00361125355237883
"Sec61b11",9.40373844973021e-14,0.38377228991868,1,1,3.37124023422828e-10,"7","Sec61b",0,0
"Fabp53",1.01577881967077e-13,0.104715030285123,1,0.783,3.64156706851971e-10,"7","Fabp5",0.217,0.165693297037092
"Anxa57",1.07569967911416e-13,0.123178084445981,1,0.857,3.85638334962425e-10,"7","Anxa5",0.143,0.107026184726666
"Fkbp1a11",1.24982386087716e-13,0.165910922781984,1,0.901,4.48061854124461e-10,"7","Fkbp1a",0.099,0.073241468013535
"Vim10",2.1013855659492e-13,0.318707224836265,1,0.964,7.53346725392787e-10,"7","Vim",0.036,0.0262050703473939
"Krtcap210",2.21171747126891e-13,0.243549836976618,1,0.993,7.92900713449906e-10,"7","Krtcap2",0.00700000000000001,0.00505828982302899
"Plac815",2.72039511403336e-13,0.901504685507635,1,0.975,9.7526164838096e-10,"7","Plac8",0.025,0.0181473467102592
"Rps2616",3.69635028592802e-13,0.353430735671754,1,1,1.3251415775052e-09,"7","Rps26",0,0
"Ostc5",5.82128603041801e-13,0.114653236689811,1,0.989,2.08693104190486e-09,"7","Ostc",0.011,0.00795672382834308
"Pgam110",6.32508406159339e-13,0.206893578856907,1,0.819,2.26754263608123e-09,"7","Pgam1",0.181,0.136854457010601
"Cox8a15",8.95234151641852e-13,0.194243286637539,1,1,3.20941443363604e-09,"7","Cox8a",0,0
"Rpl36al16",1.04066050239692e-12,0.237788608255953,1,0.999,3.73076790109294e-09,"7","Rpl36al",0.001,0.000721527917459226
"Cd489",1.13228959318614e-12,0.142990444021999,1,0.863,4.05925819157232e-09,"7","Cd48",0.137,0.10237232572045
"Tmsb1015",1.44070780691506e-12,0.575111659902269,1,0.991,5.16493748779048e-09,"7","Tmsb10",0.00900000000000001,0.00650677894158448
"Rps2513",1.51369413783519e-12,0.296524529713124,1,1,5.42659348413917e-09,"7","Rps25",0,0
"Ssr410",1.58909168453035e-12,0.223715497834784,1,0.994,5.6968936890413e-09,"7","Ssr4",0.00600000000000001,0.00433459026389112
"Ppia21",1.8456568919637e-12,0.307824196392711,1,1,6.61667995768986e-09,"7","Ppia",0,0
"Ctsh8",2.19496702172045e-12,0.124375540744032,1,0.535,7.86895677286782e-09,"7","Ctsh",0.465,0.381761344404545
"Sdhb7",2.93571578277302e-12,0.103128204355628,1,0.992,1.05245410812413e-08,"7","Sdhb",0.00800000000000001,0.00578235259400618
"Rpl1016",3.17112802655979e-12,0.371937161558277,1,1,1.13684939752168e-08,"7","Rpl10",0,0
"Cox6b116",3.25121482962915e-12,0.203635472653074,1,1,1.16556051642205e-08,"7","Cox6b1",0,0
"Tmed95",3.41029482411027e-12,0.122003635291807,1,0.995,1.22259069444353e-08,"7","Tmed9",0.005,0.00361125355237883
"Hsp90b110",4.80712919972027e-12,0.221697498421313,1,0.974,1.72335581809972e-08,"7","Hsp90b1",0.026,0.0188780102056895
"Pdia610",5.04348658260885e-12,0.255048319514033,1,0.971,1.80808993986527e-08,"7","Pdia6",0.029,0.0210722236186012
"Sdf2l17",5.24449399486983e-12,0.156001920899281,1,0.702,1.88015109716083e-08,"7","Sdf2l1",0.298,0.232768962976124
"Slpi16",5.55735589759859e-12,0.172762569335931,1,0.945,1.99231208928909e-08,"7","Slpi",0.055,0.040229844788533
"P4hb9",5.97350503978583e-12,0.181246431877818,1,0.977,2.14150155676322e-08,"7","P4hb",0.023,0.0166871289328792
"Spcs28",6.74178037328046e-12,0.15443799327536,1,0.996,2.41692826382104e-08,"7","Spcs2",0.004,0.00288827932482635
"Psap12",8.17959451298976e-12,0.354659731737616,1,0.967,2.93238463290683e-08,"7","Psap",0.033,0.0240030423835567
"Cox7b16",9.4417413430558e-12,0.200016192217055,1,0.998,3.3848642714855e-08,"7","Cox7b",0.002,0.00144341686966884
"Rpl22l114",1.09033903528124e-11,0.188031691685177,1,1,3.90886544148325e-08,"7","Rpl22l1",0,0
"Rps2912",1.25895274943831e-11,0.292686651482753,1,1,4.51334560673633e-08,"7","Rps29",0,0
"Cycs17",1.28822856268465e-11,0.204053472657647,1,0.972,4.61829939722448e-08,"7","Cycs",0.028,0.0203404482841756
"Napsa14",1.30730394629058e-11,0.171708922537801,1,0.888,4.68668464745174e-08,"7","Napsa",0.112,0.0831412353002459
"Ddost7",1.34974319704681e-11,0.135301478932143,1,0.98,4.83882936141281e-08,"7","Ddost",0.02,0.0144995696951152
"Ramp115",2.22268494718681e-11,0.293340092988874,1,0.951,7.9683255356647e-08,"7","Ramp1",0.049,0.0357862220530607
"Snrpf15",2.32794197356127e-11,0.155550964425456,1,0.999,8.34567197521717e-08,"7","Snrpf",0.001,0.000721527917459226
"Ssr210",2.38075756114775e-11,0.166143658499827,1,0.986,8.5350158567147e-08,"7","Ssr2",0.014,0.0101343771337131
"Ctsg11",2.54809496606318e-11,0.655043684772876,1,0.895,9.13492045333651e-08,"7","Ctsg",0.105,0.077802151603633
"Atp5o14",2.61754803786654e-11,0.170552346546175,1,0.998,9.38390971575155e-08,"7","Atp5o",0.002,0.00144341686966884
"Ptma19",2.62040228309682e-11,0.314961921576272,1,1,9.39414218490211e-08,"7","Ptma",0,0
"Ctss13",2.8107274610299e-11,0.126507142183735,0.993,0.51,1.00764579477922e-07,"7","Ctss",0.483,0.400393160626617
"Crip113",4.91611083976981e-11,0.267492824193551,1,0.972,1.76242573605748e-07,"7","Crip1",0.028,0.0203404482841756
"Slc25a519",4.91936941106182e-11,0.380956202220178,1,0.999,1.76359393386566e-07,"7","Slc25a5",0.001,0.000721527917459226
"Cfp10",6.09915147707626e-11,0.126659943337755,1,0.593,2.18654580453184e-07,"7","Cfp",0.407,0.328253733136777
"Rpn17",6.17433014366249e-11,0.12666157699824,1,0.976,2.213497356503e-07,"7","Rpn1",0.024,0.0174170530774094
"Lgals321",7.17352967605052e-11,0.224644151836997,1,0.779,2.57171038886411e-07,"7","Lgals3",0.221,0.168933489394927
"Ap3s112",7.43333654129529e-11,0.201776058939199,1,0.896,2.66485115005436e-07,"7","Ap3s1",0.104,0.0770410357638279
"Manf8",9.5714809992275e-11,0.143542690217405,1,0.951,3.43137593822306e-07,"7","Manf",0.049,0.0357862220530607
"Rps1720",1.14949035719208e-10,0.259094228019745,1,1,4.12092293053362e-07,"7","Rps17",0,0
"Calr12",1.40976278010105e-10,0.373577969438066,1,0.989,5.05399956666226e-07,"7","Calr",0.011,0.00795672382834308
"Cox5a16",1.54315874574101e-10,0.17721826063256,1,0.999,5.53222410348154e-07,"7","Cox5a",0.001,0.000721527917459226
"Mif20",2.41866176612107e-10,0.324144596252426,1,0.979,8.67090243154403e-07,"7","Mif",0.021,0.015228387614575
"Prtn310",2.76546086314422e-10,0.68705645056925,1,0.909,9.91417719437204e-07,"7","Prtn3",0.091,0.0671828972581493
