"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Pdcd43",1.34705225127076e-17,0.616701337590109,1,0.85,4.82918232080569e-14,"53","Pdcd4",0.15,0.112474729258412
"Cited22",1.5212431184961e-17,0.227274097045058,1,0.806,5.45365657980852e-14,"53","Cited2",0.194,0.147202107181229
"Lims12",1.82507451153712e-17,0.275356675311148,1,0.76,6.54289212386058e-14,"53","Lims1",0.24,0.184424571137428
"Prkar2b3",1.84246531071385e-17,0.137645525693148,1,0.531,6.60523813890917e-14,"53","Prkar2b",0.469,0.385525717162299
"Zeb21",1.99256669865959e-17,0.261681386919878,1,0.773,7.14335161469463e-14,"53","Zeb2",0.227,0.173807463763398
"Serpina3g8",2.06415873141003e-17,0.370407254953503,1,0.611,7.40000905210494e-14,"53","Serpina3g",0.389,0.312043505955518
"Zfpm12",2.11646450107406e-17,0.104957510073466,1,0.315,7.58752523635051e-14,"53","Zfpm1",0.685,0.604937200482422
"Mef2c6",2.5687451902641e-17,0.578453953305457,1,0.769,9.20895150709681e-14,"53","Mef2c",0.231,0.177065951971628
"Meis15",3.59866022855582e-17,0.244482602571002,1,0.416,1.29011969193726e-13,"53","Meis1",0.584,0.49817873457909
"Dtnbp1",3.69508354597984e-17,0.123706511720351,1,0.867,1.32468745123377e-13,"53","Dtnbp1",0.133,0.0992780724358851
"Ldha14",5.47026239773339e-17,0.630089377836257,1,0.999,1.96108906958742e-13,"53","Ldha",0.001,0.000721527917459226
"Cd916",5.47739017713501e-17,0.61401281203315,1,0.677,1.9636443785029e-13,"53","Cd9",0.323,0.254117311097741
"Sord",6.47010149625353e-17,0.136882671900294,1,0.742,2.31953138640689e-13,"53","Sord",0.258,0.199255376063222
"H2-Q72",1.06592787377008e-16,0.178263123264632,1,0.671,3.82135142746573e-13,"53","H2-Q7",0.329,0.259288266600899
"Polr2e5",1.29998956495522e-16,0.174831211228752,1,0.957,4.66046259036445e-13,"53","Polr2e",0.043,0.0313562440352833
"Ccnd26",2.01392613496279e-16,0.356408658678466,1,0.892,7.21992519384159e-13,"53","Ccnd2",0.108,0.0800879113226918
"Yif1b",2.03840841784141e-16,0.104538327570117,1,0.891,7.30769417796145e-13,"53","Yif1b",0.109,0.0808506367123255
"Fyb10",2.75852342936884e-16,0.205529764414617,1,0.602,9.88930649428728e-13,"53","Fyb",0.398,0.320125852253377
"Lat4",4.8109247969666e-16,0.151771450858908,1,0.289,1.72471653971253e-12,"53","Lat",0.711,0.633747736300436
"Khk2",5.28978136523659e-16,0.128087096409235,1,0.784,1.89638661943732e-12,"53","Khk",0.216,0.164884384741782
"Gata24",6.62180390927525e-16,0.215261798178751,1,0.538,2.37391670147518e-12,"53","Gata2",0.462,0.37894449670026
"Tspan44",1.02520262537206e-15,0.121085081485433,1,0.668,3.67535141195882e-12,"53","Tspan4",0.332,0.261880711217423
"Dapp19",1.13620835485525e-15,0.302390749373107,1,0.923,4.07330695215608e-12,"53","Dapp1",0.077,0.0566412373221898
"Galk11",1.89433715298674e-15,0.156186056434361,1,0.744,6.79119869345746e-12,"53","Galk1",0.256,0.197599959885161
"Etfb9",2.16337607106177e-15,0.364869973562735,1,0.996,7.75570321475645e-12,"53","Etfb",0.004,0.00288827932482635
"Elf13",2.85070440400721e-15,0.220461017237502,1,0.964,1.02197752883658e-11,"53","Elf1",0.036,0.0262050703473939
"Nedd46",5.63457047130541e-15,0.138004000489814,0.992,0.901,2.01999351396299e-11,"53","Nedd4",0.091,0.0674591154195287
"Fmc1",1.67499905081677e-14,0.106247000057155,1,0.906,6.00487159717814e-11,"53","Fmc1",0.094,0.069451880752145
"Jpt14",2.05486146475727e-14,0.135030407975236,1,0.658,7.36667835115481e-11,"53","Jpt1",0.342,0.270555993166337
"Angpt15",2.69375836685447e-14,0.156738507117747,1,0.506,9.65712374517326e-11,"53","Angpt1",0.494,0.409278229990159
"Ppp1r14b2",4.69711617804474e-14,0.100975661763242,1,0.689,1.68391614982904e-10,"53","Ppp1r14b",0.311,0.243830671860701
"Hmgb312",4.85838805252476e-14,0.286348268278445,1,0.902,1.74173211683013e-10,"53","Hmgb3",0.098,0.0724827538015235
"S100a14",5.6896017993254e-14,0.123785780577899,1,0.765,2.03972224505816e-10,"53","S100a1",0.235,0.180331816503544
"Gpx411",1.4634263255066e-13,0.260772591193166,1,1,5.24638337694118e-10,"53","Gpx4",0,0
"Eprs3",3.13283057996818e-13,0.104971333474051,1,0.85,1.12311976291859e-09,"53","Eprs",0.15,0.112474729258412
"H1f04",3.26750075182571e-13,0.171699521411252,1,0.616,1.17139901952952e-09,"53","H1f0",0.384,0.307572801910292
"Hnrnpd9",3.41891715243996e-13,0.171195423735243,1,0.955,1.22568179914973e-09,"53","Hnrnpd",0.045,0.0328313924673725
"Eif3a6",1.66664843688717e-12,0.128861591651932,1,0.99,5.97493464624049e-09,"53","Eif3a",0.01,0.00723156923107573
"Bex34",1.97854481916689e-12,0.119196965261148,1,0.875,7.0930831767133e-09,"53","Bex3",0.125,0.0931094043914815
"G3bp111",2.03575191429641e-12,0.2059306708697,1,0.982,7.29817061275262e-09,"53","G3bp1",0.018,0.0130430374755988
"Uqcc23",2.59790216661128e-12,0.121430085282003,1,0.907,9.31347926730143e-09,"53","Uqcc2",0.093,0.0686951563493308
"Mtdh3",3.8535312273969e-12,0.12300633791411,1,0.999,1.38149094502179e-08,"53","Mtdh",0.001,0.000721527917459226
"Adgrg17",4.42347671477545e-12,0.179863032265663,1,0.752,1.585816402247e-08,"53","Adgrg1",0.248,0.190997225060914
"Cct712",4.79800091996177e-12,0.193218526350589,1,0.996,1.7200833298063e-08,"53","Cct7",0.004,0.00288827932482635
"Ak24",5.69033238299176e-12,0.126824132836907,1,0.976,2.03998415930255e-08,"53","Ak2",0.024,0.0174170530774094
"Ctla2a8",6.01778982226886e-12,0.327676866477481,1,0.787,2.15737765128339e-08,"53","Ctla2a",0.213,0.162460365620596
"Ybx38",6.23475477784392e-12,0.101647892906011,1,0.652,2.23515958785704e-08,"53","Ybx3",0.348,0.275786313242642
"Rpn16",1.83641347930518e-11,0.156870392410647,1,0.976,6.58354232330906e-08,"53","Rpn1",0.024,0.0174170530774094
"Ppm1g8",1.87905635952854e-11,0.121866151165114,1,0.922,6.73641704890981e-08,"53","Ppm1g",0.078,0.0573916638883365
"Nucks16",3.15589039663728e-11,0.171939208109272,1,0.932,1.13138670719446e-07,"53","Nucks1",0.0679999999999999,0.0499049058263139
"Bzw23",3.23188178535747e-11,0.107758605188803,1,0.819,1.15862962005065e-07,"53","Bzw2",0.181,0.136854457010601
"Eif3d7",3.71708186900452e-11,0.104116472445194,1,0.989,1.33257385003812e-07,"53","Eif3d",0.011,0.00795672382834308
"Vamp510",7.59699403656198e-11,0.20119669602405,1,0.829,2.72352236210747e-07,"53","Vamp5",0.171,0.128944924913371
"Bcl24",1.02246951839986e-10,0.130350643202513,1,0.672,3.66555322346351e-07,"53","Bcl2",0.328,0.258425152581204
"Bola29",1.440923367327e-10,0.157484650081389,1,0.982,5.16571027186728e-07,"53","Bola2",0.018,0.0130430374755988
"Hspa59",1.80642823740343e-10,0.252127022508141,1,0.989,6.4760452310913e-07,"53","Hspa5",0.011,0.00795672382834308
"Nt5c314",2.00782676417572e-10,0.163763084690323,1,0.876,7.19805894956995e-07,"53","Nt5c3",0.124,0.0923401721467105
"Prdx117",2.11367817367525e-10,0.23221950832452,1,0.999,7.57753625262577e-07,"53","Prdx1",0.001,0.000721527917459226
"Ssb8",2.25836112730905e-10,0.107262685921477,1,0.997,8.09622464140295e-07,"53","Ssb",0.003,0.00216566721811454
"Apoe9",2.35501140047961e-10,0.520720499468795,1,0.82,8.4427158707194e-07,"53","Apoe",0.18,0.136061549576029
"Ahsa15",2.46783262703167e-10,0.112830921943741,1,0.982,8.84717996790853e-07,"53","Ahsa1",0.018,0.0130430374755988
"Lmo212",2.5272883325486e-10,0.24263247656561,1,0.984,9.06032867218674e-07,"53","Lmo2",0.016,0.0115879742752118
"Dkc19",2.86782016973069e-10,0.132010545657873,1,0.851,1.02811353084845e-06,"53","Dkc1",0.149,0.111695104791513
"Eif3b5",5.23880673923786e-10,0.102089896774241,0.992,0.908,1.87811221601677e-06,"53","Eif3b",0.084,0.0621564760625694
"Pdia39",7.7750433418286e-10,0.185447991600279,1,0.983,2.78735303804555e-06,"53","Pdia3",0.017,0.012315322433239
"Hdgf12",1.00819331343057e-09,0.194924525152964,1,0.996,3.61437302864861e-06,"53","Hdgf",0.004,0.00288827932482635
"Rsl1d19",1.38901123371534e-09,0.107875083093424,1,0.939,4.97960527286949e-06,"53","Rsl1d1",0.0610000000000001,0.0446871965552945
"Hsp90b19",1.51636738987739e-09,0.182933355111205,1,0.974,5.43617709271044e-06,"53","Hsp90b1",0.026,0.0188780102056895
"Nsun27",2.70538512306493e-09,0.101652630132769,0.992,0.836,9.69880566618778e-06,"53","Nsun2",0.156,0.117651588654273
"Cct314",2.80510093619685e-09,0.17841697307362,1,0.963,1.00562868562657e-05,"53","Cct3",0.037,0.0269398271959158
"Prmt14",3.04643210284352e-09,0.104842025651232,1,0.955,1.0921459088694e-05,"53","Prmt1",0.045,0.0328313924673725
"Cct410",3.52912891926348e-09,0.110647350618496,1,1,1.26519271755596e-05,"53","Cct4",0,0
"Nop5812",3.98764241631866e-09,0.147352215995226,0.992,0.895,1.42956980625024e-05,"53","Nop58",0.097,0.0720197990096268
"Fbl10",4.00000735892772e-09,0.12308136464287,1,0.98,1.43400263817559e-05,"53","Fbl",0.02,0.0144995696951152
"Sumo25",5.24282568120671e-09,0.162961436253961,1,0.997,1.87955300671261e-05,"53","Sumo2",0.003,0.00216566721811454
"Dctpp110",7.89435544351712e-09,0.200024796386242,1,0.94,2.83012642650089e-05,"53","Dctpp1",0.0600000000000001,0.0439433475875972
"H2az115",8.59046563224972e-09,0.359268454024798,1,0.93,3.07968192916153e-05,"53","H2az1",0.07,0.0513991525066441
"Eif2s213",1.14140914491138e-08,0.117086819216193,1,0.999,4.09195178450728e-05,"53","Eif2s2",0.001,0.000721527917459226
"Nap1l113",1.48292030710661e-08,0.176931673612786,1,0.994,5.31626930097721e-05,"53","Nap1l1",0.00600000000000001,0.00433459026389112
"Atp5k12",1.54431702894403e-08,0.144926742358491,1,0.996,5.53637654876435e-05,"53","Atp5k",0.004,0.00288827932482635
"Serbp118",1.60849545651074e-08,0.249840971443991,1,1,5.76645621159099e-05,"53","Serbp1",0,0
"Hspa911",2.29551994278602e-08,0.113375710218325,0.992,0.926,8.22943899488788e-05,"53","Hspa9",0.0659999999999999,0.0486099442246215
"Set18",2.39578496979347e-08,0.239611339642613,1,0.983,8.58888911670959e-05,"53","Set",0.017,0.012315322433239
"Srm13",2.57469768855083e-08,0.177764631101284,0.992,0.784,9.23029121345473e-05,"53","Srm",0.208,0.159102032147776
"Hnrnpa34",2.64346628517694e-08,0.122721102664034,1,0.996,9.47682663235934e-05,"53","Hnrnpa3",0.004,0.00288827932482635
"Anp32b16",2.80639064628295e-08,0.232272536493062,1,0.997,0.000100609104669244,"53","Anp32b",0.003,0.00216566721811454
"Cct512",6.23452729865112e-08,0.134795912560214,1,0.999,0.000223507803656643,"53","Cct5",0.001,0.000721527917459226
"Nop569",7.51953564732009e-08,0.132612323882102,0.992,0.892,0.000269575352956425,"53","Nop56",0.1,0.074305558728686
"Ifitm317",7.56007580402327e-08,0.179214537112179,1,0.991,0.000271028717574234,"53","Ifitm3",0.00900000000000001,0.00650677894158448
"Impdh211",1.08377031206727e-07,0.117077343751717,1,0.994,0.000388531656876117,"53","Impdh2",0.00600000000000001,0.00433459026389112
"U2af110",1.55019200971412e-07,0.112604191519108,1,0.996,0.000555743835482512,"53","U2af1",0.004,0.00288827932482635
"Rps816",1.55164900397598e-07,0.264783170177262,1,1,0.000556266167925387,"53","Rps8",0,0
"Cct814",1.67201088974408e-07,0.147532402565764,1,0.992,0.000599415903973252,"53","Cct8",0.00800000000000001,0.00578235259400618
"Mdh29",1.73552904277648e-07,0.101088020874373,1,0.999,0.000622187161835369,"53","Mdh2",0.001,0.000721527917459226
"Nhp214",1.80092041327108e-07,0.181979263298434,1,0.971,0.000645629968157681,"53","Nhp2",0.029,0.0210722236186012
"Phb211",1.97557573916204e-07,0.111345730749751,1,0.992,0.00070824390248959,"53","Phb2",0.00800000000000001,0.00578235259400618
"Pdia69",2.01306211625856e-07,0.14031811274925,1,0.971,0.000721682768678693,"53","Pdia6",0.029,0.0210722236186012
"Manf7",2.28984801858092e-07,0.111142596820858,1,0.951,0.000820910514661261,"53","Manf",0.049,0.0357862220530607
"Snrpd213",3.55731792813175e-07,0.126284778207348,1,0.998,0.00127529847723523,"53","Snrpd2",0.002,0.00144341686966884
"Eif5a17",4.34191908039315e-07,0.294464780930118,1,0.999,0.00155657799032095,"53","Eif5a",0.001,0.000721527917459226
"Psma716",5.48700395034996e-07,0.130310371508604,1,0.999,0.00196709091620046,"53","Psma7",0.001,0.000721527917459226
"Srsf713",7.03801341214666e-07,0.130683565925005,1,0.997,0.00252312780825458,"53","Srsf7",0.003,0.00216566721811454
"Ncl16",9.67517866235527e-07,0.242612300327743,1,1,0.00346855155045436,"53","Ncl",0,0
"Atp5b15",9.67517866235527e-07,0.211374180013661,1,1,0.00346855155045436,"53","Atp5b",0,0
"Rpl616",1.00136184362327e-06,0.200131855232901,1,1,0.00358988220938943,"53","Rpl6",0,0
"Hspd111",1.13200277711005e-06,0.147586346985196,1,0.94,0.00405822995593954,"53","Hspd1",0.0600000000000001,0.0439433475875972
"Nop1016",1.30048773249564e-06,0.189221239471702,1,0.992,0.00466224852099686,"53","Nop10",0.00800000000000001,0.00578235259400618
"Snu1310",1.3206279649553e-06,0.103664744317715,0.984,0.893,0.00473445125436476,"53","Snu13",0.091,0.0677376146831701
"Eif4a116",1.37077331054594e-06,0.162032446405673,1,1,0.00491422231830719,"53","Eif4a1",0,0
"Eif3g13",1.46741959408385e-06,0.105318735299391,1,0.984,0.0052606992447906,"53","Eif3g",0.016,0.0115879742752118
"Canx9",1.96581693360794e-06,0.10013797275777,1,0.987,0.00704745370698447,"53","Canx",0.013,0.00940812741241696
"Rps1719",2.10526684056574e-06,0.227549765958658,1,1,0.00754738162342818,"53","Rps17",0,0
"Snrpf14",3.04936947317254e-06,0.111164880778981,1,0.999,0.0109319895613235,"53","Snrpf",0.001,0.000721527917459226
"Nudc7",3.1548211455643e-06,0.109145571425116,1,0.978,0.011310033806848,"53","Nudc",0.022,0.0159575739029763
"Slc25a518",3.67056405940804e-06,0.275873453116037,1,0.999,0.0131589721529778,"53","Slc25a5",0.001,0.000721527917459226
"Rpl519",4.47566686859161e-06,0.187859052072905,1,1,0.0160452657239009,"53","Rpl5",0,0
"Ran20",4.86005624264014e-06,0.258982176509596,1,0.998,0.0174233016298649,"53","Ran",0.002,0.00144341686966884
"Hsp90aa114",5.02479494138922e-06,0.223611076671134,1,0.998,0.0180138898648804,"53","Hsp90aa1",0.002,0.00144341686966884
"Snrpd114",5.72579823021612e-06,0.129125247050382,1,0.996,0.0205269866553248,"53","Snrpd1",0.004,0.00288827932482635
"Rpl3816",6.21063576507269e-06,0.173126065017362,1,1,0.0222651292177856,"53","Rpl38",0,0
"Mif19",6.6325500117374e-06,0.230311435989472,1,0.979,0.0237776917920786,"53","Mif",0.021,0.015228387614575
"Mcm37",7.4677227708287e-06,0.138842857919378,0.969,0.817,0.0267717861334209,"53","Mcm3",0.152,0.115904691667438
"Nme114",1.0071897017778e-05,0.168462982740488,1,0.986,0.036107750808734,"53","Nme1",0.014,0.0101343771337131
"C1qbp13",1.09030836940732e-05,0.120497166964461,0.992,0.945,0.0390875550432524,"53","C1qbp",0.047,0.0344474921945269
"Ranbp117",1.36088711358089e-05,0.196544329872022,1,0.989,0.0487878030218747,"53","Ranbp1",0.011,0.00795672382834308
"Pa2g414",1.69360628993707e-05,0.138199528788988,0.992,0.955,0.0607157854942438,"53","Pa2g4",0.037,0.0270490398733662
"Hspe112",1.85863861394294e-05,0.1381161662042,0.992,0.99,0.0666321943098544,"53","Hspe1",0.002,0.00144921663706979
"Banf112",2.34067983743471e-05,0.104823108006625,1,0.991,0.0839133721720343,"53","Banf1",0.00900000000000001,0.00650677894158448
"Ppia20",3.85969957612617e-05,0.223989970749429,1,1,0.138370229804123,"53","Ppia",0,0
"Rps27l15",4.09711877033932e-05,0.138012924511737,1,0.998,0.146881707916665,"53","Rps27l",0.002,0.00144341686966884
"Fkbp413",6.84979214292989e-05,0.102100069878993,0.992,0.924,0.245565048324037,"53","Fkbp4",0.0679999999999999,0.0501088482980389
"Ptma18",7.26521310199052e-05,0.239149806913691,1,1,0.26045788970636,"53","Ptma",0,0
"Ybx118",8.75403230410201e-05,0.16301385517756,1,1,0.313832058102057,"53","Ybx1",0,0
"Cox8a14",0.000123019029397617,0.103515283554579,1,1,0.441023220390456,"53","Cox8a",0,0
"Hnrnpa2b117",0.000139519611924646,0.126186015241596,1,0.999,0.500177808749855,"53","Hnrnpa2b1",0.001,0.000721527917459226
"Rps3a116",0.000222763697129337,0.220968677790651,1,0.999,0.798607854208672,"53","Rps3a1",0.001,0.000721527917459226
"H3f3b12",0.000261867670150162,0.104420226434421,1,1,0.938795597488331,"53","H3f3b",0,0
"Npm120",0.000374736905644288,0.169658257794469,1,1,1,"53","Npm1",0,0
"Rpl1816",0.00040512800132121,0.158886933236729,1,1,1,"53","Rpl18",0,0
"Srsf314",0.000619604519486161,0.100219776985393,1,1,1,"53","Srsf3",0,0
"Atp5g115",0.000816883217744459,0.123251050637023,1,0.992,1,"53","Atp5g1",0.00800000000000001,0.00578235259400618
"Tmsb4x28",0.00101995291890711,0.32643425128247,1,1,1,"53","Tmsb4x",0,0
"Rpl3614",0.00131536227762928,0.158978820572949,1,1,1,"53","Rpl36",0,0
"Rpl814",0.0013468785822811,0.166195368886214,1,1,1,"53","Rpl8",0,0
"Rack115",0.00151803146094496,0.147290489240929,1,0.995,1,"53","Rack1",0.005,0.00361125355237883
"Rps1015",0.0018110053278383,0.12124707951012,1,1,1,"53","Rps10",0,0
"Dut11",0.00192033567217709,0.10083976326282,0.984,0.966,1,"53","Dut",0.018,0.0131487040462945
"Rpl1114",0.00277116766949636,0.127920384266979,1,1,1,"53","Rpl11",0,0
"Rpl2618",0.00358278471741955,0.168927109968773,1,0.999,1,"53","Rpl26",0.001,0.000721527917459226
"Rpl3917",0.0037449097131419,0.153108232941213,1,1,1,"53","Rpl39",0,0
"Rpl4115",0.00588482764368936,0.154639484091115,1,1,1,"53","Rpl41",0,0
"Rpl2916",0.00674080650570909,0.100773387666842,1,1,1,"53","Rpl29",0,0
"Rps4x16",0.00862265348556632,0.183882039921256,1,1,1,"53","Rps4x",0,0
"Hsp90ab118",0.00888948546696309,0.141587722617734,1,1,1,"53","Hsp90ab1",0,0
"Rps2815",0.00963174624236737,0.124575738827834,1,1,1,"53","Rps28",0,0
"Atf32",7.0798982382919e-20,0.147934436404248,1,0.066,2.53814351842765e-16,"54","Atf3",0.934,0.907792561902911
"Lrp11",8.12241885980858e-20,0.106479036112295,1,0.029,2.91188716124138e-16,"54","Lrp1",0.971,0.958757017768119
"Ifi2041",8.98179839229525e-20,0.105857695221555,1,0.068,3.21997472363785e-16,"54","Ifi204",0.932,0.905088352974533
"Clec4a13",1.15087470118239e-19,0.211711774034095,1,0.057,4.12588580373885e-16,"54","Clec4a1",0.943,0.920024623279404
"Slfn51",1.21709404564611e-19,0.152756139129239,1,0.075,4.36328215364131e-16,"54","Slfn5",0.925,0.895663340185264
"Hpgd2",1.39437766887461e-19,0.163319673777485,1,0.029,4.99884394291546e-16,"54","Hpgd",0.971,0.958757017768119
"Clec4a33",1.40565976547844e-19,0.34088986060838,1,0.091,5.0392902592402e-16,"54","Clec4a3",0.909,0.87434889833848
"Ckb2",2.01434243918513e-19,0.127333738378136,1,0.027,7.22141764447869e-16,"54","Ckb",0.973,0.961563818343892
"Mafb2",2.08288906384357e-19,0.114628029603216,1,0.021,7.4671572938792e-16,"54","Mafb",0.979,0.970017133784286
"Irf52",2.13350301768093e-19,0.170834409280523,1,0.141,7.64860831838614e-16,"54","Irf5",0.859,0.809701208373405
"Fcgrt2",2.15494203555436e-19,0.155170096609274,1,0.035,7.72546719746236e-16,"54","Fcgrt",0.965,0.9503692322754
"Lpl2",2.91419621398291e-19,0.265023302315995,1,0.039,1.04473934271287e-15,"54","Lpl",0.961,0.944804345757875
"Sdc32",3.11235973717989e-19,0.215169120929869,1,0.027,1.11578096577899e-15,"54","Sdc3",0.973,0.961563818343892
"Lgmn2",4.2002675440532e-19,0.252962830075826,1,0.067,1.50579591454307e-15,"54","Lgmn",0.933,0.906439823837662
"Ms4a4c3",4.93443982889053e-19,0.281439008594154,1,0.189,1.76899667865726e-15,"54","Ms4a4c",0.811,0.750251284916431
"Axl2",5.24572004317751e-19,0.360287424479644,1,0.042,1.88059063547914e-15,"54","Axl",0.958,0.940644722383579
"Lipa3",6.07200149527361e-19,0.182166305831033,1,0.118,2.17681253605559e-15,"54","Lipa",0.882,0.839079811818897
"Gns2",7.03841597136721e-19,0.14508181051239,1,0.055,2.52327212573514e-15,"54","Gns",0.945,0.92275700106754
"Aif13",7.29278088234024e-19,0.385507956784956,1,0.1,2.61446194631898e-15,"54","Aif1",0.9,0.862496476250065
"Csf1r6",8.33224413872783e-19,0.380241783687249,1,0.21,2.98710952373393e-15,"54","Csf1r",0.79,0.72499295250013
"Gngt23",1.00901543497305e-18,0.401584226758542,1,0.216,3.6173203343784e-15,"54","Gngt2",0.784,0.717856771218502
"Il182",1.12666333648094e-18,0.109628805283407,0.982,0.024,4.03908806128416e-15,"54","Il18",0.958,0.952741247186488
"Fcna3",1.22555938809938e-18,0.55283987396497,1,0.077,4.39363040633628e-15,"54","Fcna",0.923,0.89298175011788
"Hmox13",1.23978755703449e-18,0.73296072017683,1,0.163,4.44463839196864e-15,"54","Hmox1",0.837,0.782148903188869
"Ms4a72",1.24352018059222e-18,0.102842923030098,0.982,0.013,4.4580198474231e-15,"54","Ms4a7",0.969,0.96832278838535
"Mrc12",1.28680338168111e-18,0.149464019265134,0.982,0.016,4.6131901233268e-15,"54","Mrc1",0.966,0.964056560414322
"Maf2",1.3738082859384e-18,0.170605361458687,0.982,0.021,4.92510270508916e-15,"54","Maf",0.961,0.956974096308687
"Evi2a4",1.63361519928558e-18,0.153779574903748,1,0.276,5.85651048943882e-15,"54","Evi2a",0.724,0.648371670897218
"Cd5l2",1.6703137145756e-18,0.105049948801082,0.982,0.013,5.98807466675354e-15,"54","Cd5l",0.969,0.96832278838535
"Cd686",1.8272136210123e-18,0.616094365977579,1,0.24,6.5505608313291e-15,"54","Cd68",0.76,0.68965987938785
"Igf12",1.96825951880296e-18,0.108994784759386,0.982,0.014,7.05621037490861e-15,"54","Igf1",0.968,0.966899310183148
"Pla2g72",2.20789114912649e-18,0.104081779030952,0.982,0.073,7.91528976961847e-15,"54","Pla2g7",0.909,0.885306886429966
"Ctss12",2.23063380808722e-18,1.47605660815408,1,0.517,7.99682220199268e-15,"54","Ctss",0.483,0.398778914415054
"C1qc3",2.31310315359378e-18,1.02433993528053,1,0.176,8.29247480563369e-15,"54","C1qc",0.824,0.766111939825723
"C1qa3",2.90012885590675e-18,0.942519083083421,1,0.171,1.03969619484257e-14,"54","C1qa",0.829,0.772258924160872
"Ly866",3.06333883432353e-18,0.310045602205773,1,0.335,1.09820697210499e-14,"54","Ly86",0.665,0.583160258087171
"C1qb3",3.5901800455718e-18,1.13323821477908,1,0.214,1.28707954633749e-14,"54","C1qb",0.786,0.720231578406405
"Atp2b12",3.97377963720701e-18,0.145484439725552,1,0.388,1.42459999993871e-14,"54","Atp2b1",0.612,0.526992432083826
"H2-DMb13",4.38577722337908e-18,0.241192066286034,1,0.414,1.5723011345814e-14,"54","H2-DMb1",0.586,0.500217879852688
"Ctsc6",4.7129542268142e-18,0.59812245623263,1,0.594,1.68959409031289e-14,"54","Ctsc",0.406,0.327348370671615
"Marcks3",5.81424081432491e-18,0.195719496272433,1,0.204,2.08440533193548e-14,"54","Marcks",0.796,0.732164607902385
"Sirpa4",5.84301539489607e-18,0.350372285118803,1,0.306,2.09472101907024e-14,"54","Sirpa",0.694,0.614845103115656
"Gm2a8",6.89509373344229e-18,0.367805655787714,1,0.845,2.47189110343906e-14,"54","Gm2a",0.155,0.116379183714329
"Ifi27l2a15",6.90289608554576e-18,0.793842189633104,1,0.754,2.47468824666815e-14,"54","Ifi27l2a",0.246,0.189351252217354
"S100a46",7.28906726438254e-18,0.391347853741305,1,0.368,2.61313061428114e-14,"54","S100a4",0.632,0.547931769776189
"Lst118",7.42670425360953e-18,0.483647512256472,1,0.883,2.66247347491902e-14,"54","Lst1",0.117,0.0869670000478588
"Ear22",7.55929172802815e-18,0.115846122014077,0.982,0.118,2.71000608449809e-14,"54","Ear2",0.864,0.826036774343298
"Ifi304",7.59543830059547e-18,0.344054880124307,1,0.482,2.72296463076348e-14,"54","Ifi30",0.518,0.432454552356253
"Tgfbi7",8.08042251108052e-18,0.244388300487533,1,0.255,2.89683147022236e-14,"54","Tgfbi",0.745,0.672312635823953
"H2-Eb17",8.16462790668452e-18,1.11914436330092,1,0.487,2.9270191045464e-14,"54","H2-Eb1",0.513,0.427595352609668
"Cstb2",8.84329220954297e-18,0.144218169266564,1,0.937,3.17032025712115e-14,"54","Cstb",0.0629999999999999,0.0461760460588334
"Psap11",8.97714410382969e-18,1.41037382497641,1,0.967,3.21830616122294e-14,"54","Psap",0.033,0.0240030423835567
"Vcam14",9.01983986799738e-18,0.69919474704692,1,0.218,3.23361259267706e-14,"54","Vcam1",0.782,0.715485866755755
"Ctsh7",9.08487159631772e-18,0.514651495402916,1,0.541,3.2569264672799e-14,"54","Ctsh",0.459,0.376133138147302
"Mpeg18",9.56190267648831e-18,0.671867256453978,1,0.416,3.42794210952106e-14,"54","Mpeg1",0.584,0.49817873457909
"Ctsa4",9.81934232461938e-18,0.373550898121458,1,0.806,3.52023422337605e-14,"54","Ctsa",0.194,0.147202107181229
"Cst315",1.36267375602255e-17,1.02889411713683,1,0.999,4.88518541534084e-14,"54","Cst3",0.001,0.000721527917459226
"Slc40a12",1.69149939719582e-17,0.363657873494848,1,0.265,6.06402533894702e-14,"54","Slc40a1",0.735,0.660862615080414
"Tpd529",1.81010452250607e-17,0.231211694529753,1,0.643,6.48922471318425e-14,"54","Tpd52",0.357,0.283667519712013
"Trf4",2.00817864877864e-17,0.676907699200052,1,0.619,7.19932045587143e-14,"54","Trf",0.381,0.304897014359521
"H2-Aa7",2.1753388721899e-17,1.23518225343604,1,0.571,7.79858985680081e-14,"54","H2-Aa",0.429,0.348316819367891
"Fn14",2.4695513568403e-17,0.157985782018804,0.965,0.127,8.85334161427248e-14,"54","Fn1",0.838,0.802041796973748
"Sat116",2.49698161385089e-17,0.419784547943044,1,0.858,8.95167908565543e-14,"54","Sat1",0.142,0.106249498279434
"Pld46",2.84887435350078e-17,0.397515865244698,1,0.285,1.02132145573003e-13,"54","Pld4",0.715,0.638231640580847
"Cd7410",3.12053724357014e-17,2.07641864579054,1,0.812,1.11871260181989e-13,"54","Cd74",0.188,0.142417044615852
"Cfp9",3.19020052859315e-17,0.742457518375278,1,0.598,1.14368688950064e-13,"54","Cfp",0.402,0.32373259173411
"Selenop3",3.63896469527703e-17,0.698112932626332,1,0.532,1.30456884325681e-13,"54","Selenop",0.468,0.38458370273713
"Unc93b18",3.84311125649729e-17,0.311611655102229,1,0.727,1.37775538545428e-13,"54","Unc93b1",0.273,0.211731917133163
